Row ID,Used,Entry Date,Ticker,Wheel ID,Key,Qty,Expiration Date,Strike,Type,Price,Commission,Premium Rx,Status,Symbol
584,True,09/17/2025,QQQ,QQQ-2025-2,PUT-START,99.0,09/17/2025,583.0,PUT,-1.0,0.67,98.33,SOLD OPENING PUT,QQQ250917P583
585,False,09/17/2025,,,,66000.0,,,,10.0,,-6600.0,BOUGHT,IVV
580,True,09/18/2025,QQQ,QQQ-2025-1,CALL-END,,09/17/2025,588.0,CALL,1.0,,0.0,ASSIGNED CALL,QQQ250917C588
581,True,09/18/2025,QQQ,QQQ-2025-2,PUT-EXP,,09/17/2025,583.0,PUT,1.0,,0.0,EXPIRED PUT,QQQ250917P583
582,True,09/18/2025,QQQ,QQQ-2025-3,PUT-START,131.0,09/24/2025,585.0,PUT,-1.0,0.67,130.33,SOLD OPENING PUT,QQQ250924P585
583,False,09/18/2025,,,,58800.0,,,,-100.0,,58800.0,SOLD,QQQ
573,True,09/19/2025,BHF,BHF-2025-1,CALL-START,150.0,10/17/2025,65.0,CALL,-2.0,1.35,298.65,SOLD OPENING CALL,BHF251017C65
574,True,09/19/2025,MU,MU-2025-1,PUT-START,335.0,09/26/2025,150.0,PUT,-1.0,0.67,334.33,SOLD OPENING PUT,MU250926P150
575,False,09/19/2025,,,,16294.0,,,,100.0,,-16294.0,BOUGHT,MU
576,False,09/19/2025,,,,10084.0,,,,-0.561,,56.57,SOLD,JXN
577,False,09/19/2025,,,,10084.0,,,,-49.0,,4941.16,SOLD,JXN
578,False,09/19/2025,,,,5752.0,,,,-0.078,,4.49,SOLD,BHF
579,False,09/19/2025,,,,5750.0,,,,-87.0,,5002.5,SOLD,BHF
570,True,09/22/2025,MU,MU-2025-2,PUT-START,555.0,10/03/2025,157.5,PUT,-1.0,0.67,554.33,SOLD OPENING PUT,MU251003P157.5
571,True,09/22/2025,NVDA,NVDA-2025-1,CALL-START,50.0,10/03/2025,200.0,CALL,-1.0,0.67,49.33,SOLD OPENING CALL,NVDA251003C200
572,True,09/22/2025,MU,MU-2025-3,PUT-START,350.0,09/26/2025,155.0,PUT,-1.0,0.67,349.33,SOLD OPENING PUT,MU250926P155
567,True,09/23/2025,MU,MU-2025-4,PUT-START,358.0,09/26/2025,157.5,PUT,-1.0,0.67,357.33,SOLD OPENING PUT,MU250926P157.5
568,False,09/23/2025,QQQ,QQQ-2025-3,LONG PUT,10.0,09/24/2025,585.0,PUT,1.0,,-10.02,BOUGHT CLOSING PUT,QQQ250924P585
569,True,09/23/2025,MU,MU-2025-3,PUT-START,350.0,09/26/2025,155.0,PUT,-1.0,0.67,349.33,SOLD OPENING PUT,MU250926P155
566,False,09/24/2025,,,,61000.0,,,,25.0,,-15250.0,BOUGHT,VOO
562,False,09/25/2025,MU,MU-2025-4,LONG PUT,265.0,09/26/2025,157.5,PUT,1.0,0.67,-265.67,BOUGHT CLOSING PUT,MU250926P157.5
563,True,09/25/2025,MU,MU-2025-5,PUT-START,580.0,10/31/2025,148.0,PUT,-1.0,0.67,579.33,SOLD OPENING PUT,MU251031P148
564,False,09/25/2025,MU,MU-2025-3,LONG PUT,95.0,09/26/2025,155.0,PUT,2.0,1.35,-191.35,BOUGHT CLOSING PUT,MU250926P155
565,False,09/25/2025,,,,59207.00000000001,,,,40.0,,-23682.8,BOUGHT,QQQ
560,False,09/26/2025,MU,MU-2025-5,LONG PUT,450.0,10/31/2025,148.0,PUT,1.0,0.67,-450.67,BOUGHT CLOSING PUT,MU251031P148
561,True,09/26/2025,MU,MU-2025-6,PUT-START,200.0,10/10/2025,148.0,PUT,-1.0,0.67,199.33,SOLD OPENING PUT,MU251010P148
558,True,09/29/2025,MU,MU-2025-1,PUT-EXP,,09/26/2025,150.0,PUT,1.0,,0.0,EXPIRED PUT,MU250926P150
559,True,09/29/2025,RIVN,RIVN-2025-1,PUT-START,60.0,10/31/2025,14.0,PUT,-6.0,4.04,355.96,SOLD OPENING PUT,RIVN251031P14
552,True,10/01/2025,MU,MU-2025-7,PUT-START,52.0,10/10/2025,157.5,PUT,-1.0,0.67,51.33,SOLD OPENING PUT,MU251010P157.5
553,False,10/01/2025,MU,MU-2025-2,LONG PUT,4.0,10/03/2025,157.5,PUT,1.0,,-4.02,BOUGHT CLOSING PUT,MU251003P157.5
554,False,10/01/2025,MU,MU-2025-6,LONG PUT,22.0,10/10/2025,148.0,PUT,1.0,,-22.02,BOUGHT CLOSING PUT,MU251010P148
555,True,10/01/2025,MU,MU-2025-8,PUT-START,126.0,10/10/2025,165.0,PUT,-1.0,0.67,125.33,SOLD OPENING PUT,MU251010P165
556,True,10/01/2025,NVDA,NVDA-2025-2,CALL-START,56.00000000000001,10/10/2025,200.0,CALL,-1.0,0.67,55.33,SOLD OPENING CALL,NVDA251010C200
557,False,10/01/2025,NVDA,NVDA-2025-1,LONG CALL,6.0,10/03/2025,200.0,CALL,1.0,,-6.02,BOUGHT CLOSING CALL,NVDA251003C200
551,True,10/02/2025,MU,MU-2025-9,CALL-START,202.0,10/10/2025,200.0,CALL,-1.0,0.67,201.33,SOLD OPENING CALL,MU251010C200
547,True,10/06/2025,MU,MU-2025-10,PUT-START,84.0,10/10/2025,177.5,PUT,-1.0,0.67,83.33,SOLD OPENING PUT,MU251010P177.5
548,False,10/06/2025,MU,MU-2025-7,LONG PUT,15.0,10/10/2025,157.5,PUT,1.0,,-15.02,BOUGHT CLOSING PUT,MU251010P157.5
549,False,10/06/2025,MU,MU-2025-8,LONG PUT,31.0,10/10/2025,165.0,PUT,1.0,,-31.02,BOUGHT CLOSING PUT,MU251010P165
550,True,10/06/2025,MU,MU-2025-11,PUT-START,75.0,10/10/2025,175.0,PUT,-1.0,0.67,74.33,SOLD OPENING PUT,MU251010P175
541,True,10/08/2025,MU,MU-2025-12,PUT-START,68.0,10/10/2025,182.5,PUT,-1.0,0.67,67.33,SOLD OPENING PUT,MU251010P182.5
542,True,10/08/2025,MU,MU-2025-12,PUT-START,70.0,10/10/2025,182.5,PUT,-1.0,0.67,69.33,SOLD OPENING PUT,MU251010P182.5
543,False,10/08/2025,MU,MU-2025-10,LONG PUT,37.0,10/10/2025,177.5,PUT,1.0,,-37.02,BOUGHT CLOSING PUT,MU251010P177.5
544,True,10/08/2025,MU,MU-2025-13,CALL-START,269.0,10/17/2025,210.0,CALL,-1.0,0.67,268.33,SOLD OPENING CALL,MU251017C210
545,False,10/08/2025,MU,MU-2025-9,LONG CALL,197.0,10/10/2025,200.0,CALL,1.0,0.67,-197.67,BOUGHT CLOSING CALL,MU251010C200
546,False,10/08/2025,MU,MU-2025-11,LONG PUT,26.0,10/10/2025,175.0,PUT,1.0,,-26.02,BOUGHT CLOSING PUT,MU251010P175
532,True,10/10/2025,QQQ,QQQ-2025-4,CALL-START,115.99999999999999,10/17/2025,613.0,CALL,-1.0,0.67,115.33,SOLD OPENING CALL,QQQ251017C613
533,True,10/10/2025,MU,MU-2025-14,PUT-START,790.0,10/24/2025,182.5,PUT,-2.0,1.34,1578.66,SOLD OPENING PUT,MU251024P182.5
534,False,10/10/2025,MU,MU-2025-12,LONG PUT,115.99999999999999,10/10/2025,182.5,PUT,2.0,1.34,-233.34,BOUGHT CLOSING PUT,MU251010P182.5
535,False,10/10/2025,MU,MU-2025-13,LONG CALL,69.0,10/17/2025,210.0,CALL,1.0,0.67,-69.67,BOUGHT CLOSING CALL,MU251017C210
536,True,10/10/2025,MU,MU-2025-15,CALL-START,200.99999999999997,10/24/2025,210.0,CALL,-1.0,0.67,200.33,SOLD OPENING CALL,MU251024C210
537,True,10/10/2025,MU,MU-2025-16,PUT-START,740.0,10/24/2025,180.0,PUT,-2.0,1.34,1478.66,SOLD OPENING PUT,MU251024P180
538,False,10/10/2025,NVDA,NVDA-2025-2,LONG CALL,1.0,10/10/2025,200.0,CALL,1.0,,-1.02,BOUGHT CLOSING CALL,NVDA251010C200
539,True,10/10/2025,NVDA,NVDA-2025-3,CALL-START,83.0,10/17/2025,200.0,CALL,-1.0,0.67,82.33,SOLD OPENING CALL,NVDA251017C200
540,False,10/10/2025,,,,66191.0,,,,20.0,,-13238.2,BOUGHT,IVV
530,False,10/13/2025,RIVN,RIVN-2025-1,LONG PUT,134.0,10/31/2025,14.0,PUT,6.0,4.01,-808.01,BOUGHT CLOSING PUT,RIVN251031P14
531,True,10/13/2025,RIVN,RIVN-2025-2,PUT-START,206.99999999999997,12/19/2025,14.0,PUT,-6.0,4.01,1237.99,SOLD OPENING PUT,RIVN251219P14
529,True,10/14/2025,VOO,VOO-2025-1,CALL-START,120.0,10/17/2025,615.0,CALL,-1.0,0.67,119.33,SOLD OPENING CALL,VOO251017C615
528,True,10/15/2025,MU,MU-2025-17,PUT-START,170.0,10/17/2025,185.0,PUT,-1.0,0.67,169.33,SOLD OPENING PUT,MU251017P185
496,False,10/17/2025,QQQ,QQQ-2025-4,LONG CALL,1.0,10/17/2025,613.0,CALL,1.0,,-1.02,BOUGHT CLOSING CALL,QQQ251017C613
497,True,10/17/2025,MU,MU-2025-14,PUT-START,142.0,10/24/2025,182.5,PUT,-2.0,1.34,282.66,SOLD OPENING PUT,MU251024P182.5
498,True,10/17/2025,VEON,VEON-2025-1,CALL-START,168.0,11/21/2025,60.0,CALL,-1.0,0.67,167.33,SOLD OPENING CALL,VEON251121C60
499,True,10/17/2025,LNC,LNC-2025-1,CALL-START,51.0,11/21/2025,42.5,CALL,-1.0,0.67,50.33,SOLD OPENING CALL,LNC251121C42.5
500,True,10/17/2025,LNC,LNC-2025-2,PUT-START,87.0,11/21/2025,35.0,PUT,-1.0,0.67,86.33,SOLD OPENING PUT,LNC251121P35
501,True,10/17/2025,KSPI,KSPI-2025-1,CALL-START,340.0,11/21/2025,75.0,CALL,-1.0,0.67,339.33,SOLD OPENING CALL,KSPI251121C75
502,True,10/17/2025,JXN,JXN-2025-1,CALL-START,130.0,11/21/2025,110.0,CALL,-3.0,2.01,387.99,SOLD OPENING CALL,JXN251121C110
503,True,10/17/2025,IVV,IVV-2025-1,CALL-START,370.0,10/24/2025,673.0,CALL,-1.0,0.67,369.33,SOLD OPENING CALL,IVV251024C673
504,True,10/17/2025,VOO,VOO-2025-2,CALL-START,103.0,10/24/2025,622.5,CALL,-1.0,0.67,102.33,SOLD OPENING CALL,VOO251024C622.5
505,True,10/17/2025,QQQ,QQQ-2025-5,CALL-START,250.99999999999997,10/24/2025,615.0,CALL,-1.0,0.67,250.33,SOLD OPENING CALL,QQQ251024C615
506,True,10/17/2025,MU,MU-2025-18,PUT-START,275.0,10/24/2025,190.0,PUT,-1.0,0.67,274.33,SOLD OPENING PUT,MU251024P190
507,False,10/17/2025,MU,MU-2025-16,LONG PUT,112.00000000000001,10/24/2025,180.0,PUT,2.0,1.34,-225.34,BOUGHT CLOSING PUT,MU251024P180
508,True,10/17/2025,NVDA,NVDA-2025-4,CALL-START,56.00000000000001,10/24/2025,195.0,CALL,-1.0,0.67,55.33,SOLD OPENING CALL,NVDA251024C195
509,False,10/17/2025,BHF,BHF-2025-1,LONG CALL,5.0,10/17/2025,65.0,CALL,2.0,,-10.04,BOUGHT CLOSING CALL,BHF251017C65
510,False,10/17/2025,MU,MU-2025-17,LONG PUT,2.0,10/17/2025,185.0,PUT,1.0,,-2.02,BOUGHT CLOSING PUT,MU251017P185
511,True,10/17/2025,UNFI,UNFI-2025-1,CALL-START,100.0,11/21/2025,45.0,CALL,-2.0,1.34,198.66,SOLD OPENING CALL,UNFI251121C45
512,True,10/17/2025,KEYS,KEYS-2025-1,CALL-START,200.99999999999997,11/21/2025,180.0,CALL,-1.0,0.67,200.33,SOLD OPENING CALL,KEYS251121C180
513,True,10/17/2025,BHF,BHF-2025-2,CALL-START,70.0,11/21/2025,55.0,CALL,-2.0,1.34,138.66,SOLD OPENING CALL,BHF251121C55
514,False,10/17/2025,VOO,VOO-2025-1,LONG CALL,7.000000000000001,10/17/2025,615.0,CALL,1.0,,-7.02,BOUGHT CLOSING CALL,VOO251017C615
515,False,10/17/2025,NVDA,NVDA-2025-3,LONG CALL,1.0,10/17/2025,200.0,CALL,1.0,,-1.02,BOUGHT CLOSING CALL,NVDA251017C200
516,False,10/17/2025,,,,565.0,,,,-0.957,,5.4,SOLD,QUAD
517,False,10/17/2025,,,,1895.0,,,,-500.0,,9472.5,SOLD,PDI
518,False,10/17/2025,,,,1167.0,,,,-0.725,,8.46,SOLD,PBR
519,False,10/17/2025,,,,1167.0,,,,-852.0,,9942.84,SOLD,PBR
520,False,10/17/2025,,,,1375.0,,,,-1698.0,,23347.5,SOLD,PDO
521,False,10/17/2025,,,,313.0,,,,-6000.0,,18759.0,SOLD,NRO
522,False,10/17/2025,,,,960.0,,,,-0.601,,5.77,SOLD,CRESY
523,False,10/17/2025,,,,959.0,,,,-70.0,,671.07,SOLD,CRESY
524,False,10/17/2025,,,,1227.0,,,,-0.008,,0.1,SOLD,RQI
525,False,10/17/2025,,,,1226.0,,,,-1813.0,,22227.38,SOLD,RQI
526,False,10/17/2025,,,,3985.0,,,,-0.011,,0.44,SOLD,NBR
527,False,10/17/2025,,,,3986.0,,,,-3.0,,119.57,SOLD,NBR
494,False,10/20/2025,MU,MU-2025-14,LONG PUT,35.0,10/24/2025,182.5,PUT,4.0,,-140.07,BOUGHT CLOSING PUT,MU251024P182.5
495,True,10/20/2025,MU,MU-2025-18,PUT-START,92.0,10/24/2025,190.0,PUT,-4.0,2.67,365.33,SOLD OPENING PUT,MU251024P190
490,True,10/21/2025,MU,MU-2025-19,PUT-START,438.0,10/24/2025,202.5,PUT,-2.0,1.34,874.66,SOLD OPENING PUT,MU251024P202.5
491,True,10/21/2025,IVV,IVV-2025-2,CALL-START,855.0000000000001,11/07/2025,676.0,CALL,-1.0,0.67,854.33,SOLD OPENING CALL,IVV251107C676
492,False,10/21/2025,IVV,IVV-2025-1,LONG CALL,475.0,10/24/2025,673.0,CALL,1.0,0.67,-475.67,BOUGHT CLOSING CALL,IVV251024C673
493,False,10/21/2025,MU,MU-2025-18,LONG PUT,95.0,10/24/2025,190.0,PUT,2.0,1.34,-191.34,BOUGHT CLOSING PUT,MU251024P190
489,False,10/23/2025,,,,4500.0,,,,-60.0,,2700.0,SOLD,NBR
482,True,10/24/2025,MU,MU-2025-20,PUT-START,765.0,10/31/2025,217.5,PUT,-2.0,1.34,1528.66,SOLD OPENING PUT,MU251031P217.5
483,False,10/24/2025,MU,MU-2025-19,LONG PUT,1.0,10/24/2025,202.5,PUT,2.0,,-2.04,BOUGHT CLOSING PUT,MU251024P202.5
484,True,10/24/2025,MU,MU-2025-21,CALL-START,752.0,10/31/2025,220.0,CALL,-1.0,0.67,751.33,SOLD OPENING CALL,MU251031C220
485,False,10/24/2025,MU,MU-2025-15,LONG CALL,861.9999999999999,10/24/2025,210.0,CALL,1.0,0.67,-862.67,BOUGHT CLOSING CALL,MU251024C210
486,True,10/24/2025,NVDA,NVDA-2025-5,CALL-START,250.99999999999997,10/31/2025,190.0,CALL,-1.0,0.67,250.33,SOLD OPENING CALL,NVDA251031C190
487,False,10/24/2025,MU,MU-2025-18,LONG PUT,1.0,10/24/2025,190.0,PUT,3.0,,-3.06,BOUGHT CLOSING PUT,MU251024P190
488,False,10/24/2025,NVDA,NVDA-2025-4,LONG CALL,1.0,10/24/2025,195.0,CALL,1.0,,-1.02,BOUGHT CLOSING CALL,NVDA251024C195
474,True,10/27/2025,VOO,VOO-2025-2,CALL-END,,10/24/2025,622.5,CALL,1.0,,0.0,ASSIGNED CALL,VOO251024C622.5
475,True,10/27/2025,QQQ,QQQ-2025-5,CALL-END,,10/24/2025,615.0,CALL,1.0,,0.0,ASSIGNED CALL,QQQ251024C615
476,False,10/27/2025,,,,62250.0,,,,-100.0,,62250.0,SOLD,VOO
477,True,10/27/2025,QQQ,QQQ-2025-6,PUT-START,209.0,11/07/2025,605.0,PUT,-1.0,0.67,208.33,SOLD OPENING PUT,QQQ251107P605
478,True,10/27/2025,QQQ,QQQ-2025-7,PUT-START,129.0,10/31/2025,610.0,PUT,-1.0,0.67,128.33,SOLD OPENING PUT,QQQ251031P610
479,False,10/27/2025,,,,61500.0,,,,-100.0,,61500.0,SOLD,QQQ
480,False,10/27/2025,,,,1200.0,,,,-1800.0,,21600.0,SOLD,CRESY
481,False,10/27/2025,,,,1000.0,,,,-1600.0,,16000.0,SOLD,PAGS
466,True,10/30/2025,NVDA,NVDA-2025-6,PUT-START,137.0,11/07/2025,192.5,PUT,-1.0,0.67,136.33,SOLD OPENING PUT,NVDA251107P192.5
467,True,10/30/2025,QQQ,QQQ-2025-8,PUT-START,274.0,11/07/2025,617.0,PUT,-1.0,0.67,273.33,SOLD OPENING PUT,QQQ251107P617
468,True,10/30/2025,MU,MU-2025-22,CALL-START,1025.0,11/14/2025,230.0,CALL,-1.0,0.67,1024.33,SOLD OPENING CALL,MU251114C230
469,True,10/30/2025,IVV,IVV-2025-3,PUT-START,370.0,11/14/2025,675.0,PUT,-1.0,0.67,369.33,SOLD OPENING PUT,IVV251114P675
470,False,10/30/2025,QQQ,QQQ-2025-6,LONG PUT,118.0,11/07/2025,605.0,PUT,1.0,0.67,-118.67,BOUGHT CLOSING PUT,QQQ251107P605
471,True,10/30/2025,QQQ,QQQ-2025-9,PUT-START,169.0,11/07/2025,610.0,PUT,-1.0,0.67,168.33,SOLD OPENING PUT,QQQ251107P610
472,False,10/30/2025,MU,MU-2025-21,LONG CALL,932.0,10/31/2025,220.0,CALL,1.0,0.67,-932.67,BOUGHT CLOSING CALL,MU251031C220
473,False,10/30/2025,QQQ,QQQ-2025-7,LONG PUT,17.0,10/31/2025,610.0,PUT,1.0,,-17.02,BOUGHT CLOSING PUT,QQQ251031P610
456,True,11/03/2025,MU,MU-2025-20,PUT-EXP,,10/31/2025,217.5,PUT,2.0,,0.0,EXPIRED PUT,MU251031P217.5
457,True,11/03/2025,WFC,WFC-2025-1,CALL-END,,10/31/2025,87.0,CALL,1.0,,0.0,ASSIGNED CALL,WFC251031C87
458,True,11/03/2025,NVDA,NVDA-2025-5,CALL-END,,10/31/2025,190.0,CALL,1.0,,0.0,ASSIGNED CALL,NVDA251031C190
459,True,11/03/2025,KEY,KEY-2025-1,CALL-EXP,,10/31/2025,20.0,CALL,2.0,,0.0,EXPIRED CALL,KEY251031C20
460,False,11/03/2025,,,,8700.0,,,,-100.0,,8700.0,SOLD,WFC
461,True,11/03/2025,MU,MU-2025-23,PUT-START,268.0,11/07/2025,222.5,PUT,-1.0,0.67,267.33,SOLD OPENING PUT,MU251107P222.5
462,True,11/03/2025,WFC,WFC-2025-2,PUT-START,101.0,11/14/2025,85.0,PUT,-1.0,0.67,100.33,SOLD OPENING PUT,WFC251114P85
463,True,11/03/2025,MU,MU-2025-24,PUT-START,405.0,11/07/2025,225.0,PUT,-2.0,1.34,808.66,SOLD OPENING PUT,MU251107P225
464,True,11/03/2025,WFC,WFC-2025-3,PUT-START,90.0,11/07/2025,86.0,PUT,-2.0,1.34,178.66,SOLD OPENING PUT,WFC251107P86
465,False,11/03/2025,,,,19000.0,,,,-100.0,,19000.0,SOLD,NVDA
453,False,11/04/2025,MU,MU-2025-24,LONG PUT,955.0000000000001,11/07/2025,232.5,PUT,1.0,0.67,-955.67,BOUGHT CLOSING PUT,MU251107P232.5
454,True,11/04/2025,MU,MU-2025-24,PUT-START,1310.0,11/07/2025,232.5,PUT,-1.0,0.67,1309.33,SOLD OPENING PUT,MU251107P232.5
455,True,11/04/2025,MU,MU-2025-25,PUT-START,585.0,11/07/2025,220.0,PUT,-1.0,0.67,584.33,SOLD OPENING PUT,MU251107P220
451,False,11/05/2025,MU,MU-2025-23,LONG PUT,523.0,11/07/2025,222.5,PUT,1.0,0.67,-523.67,BOUGHT CLOSING PUT,MU251107P222.5
452,True,11/05/2025,MU,MU-2025-26,PUT-START,653.0,11/14/2025,220.0,PUT,-1.0,0.67,652.33,SOLD OPENING PUT,MU251114P220
448,True,11/06/2025,TGT,TGT-2025-1,PUT-START,219.0,11/14/2025,91.0,PUT,-2.0,1.34,436.66,SOLD OPENING PUT,TGT251114P91
449,True,11/06/2025,MU,MU-2025-27,PUT-START,509.0,11/14/2025,230.0,PUT,-1.0,0.67,508.33,SOLD OPENING PUT,MU251114P230
450,False,11/06/2025,MU,MU-2025-25,LONG PUT,28.000000000000004,11/07/2025,220.0,PUT,1.0,,-28.02,BOUGHT CLOSING PUT,MU251107P220
438,True,11/07/2025,NVDA,NVDA-2025-7,PUT-START,1314.0,11/14/2025,192.5,PUT,-1.0,0.67,1313.33,SOLD OPENING PUT,NVDA251114P192.5
439,False,11/07/2025,NVDA,NVDA-2025-6,LONG PUT,1199.0,11/07/2025,192.5,PUT,1.0,0.67,-1199.67,BOUGHT CLOSING PUT,NVDA251107P192.5
440,False,11/07/2025,QQQ,QQQ-2025-8,LONG PUT,1623.9999999999998,11/07/2025,617.0,PUT,1.0,0.67,-1624.67,BOUGHT CLOSING PUT,QQQ251107P617
441,True,11/07/2025,QQQ,QQQ-2025-10,PUT-START,1823.0,11/14/2025,617.0,PUT,-1.0,0.67,1822.33,SOLD OPENING PUT,QQQ251114P617
442,True,11/07/2025,WFC,WFC-2025-4,PUT-START,145.0,11/14/2025,86.0,PUT,-2.0,1.34,288.66,SOLD OPENING PUT,WFC251114P86
443,True,11/07/2025,QQQ,QQQ-2025-11,PUT-START,1333.0,11/14/2025,610.0,PUT,-1.0,0.67,1332.33,SOLD OPENING PUT,QQQ251114P610
444,False,11/07/2025,MU,MU-2025-24,LONG PUT,5.0,11/07/2025,225.0,PUT,2.0,,-10.04,BOUGHT CLOSING PUT,MU251107P225
445,False,11/07/2025,WFC,WFC-2025-3,LONG PUT,43.0,11/07/2025,86.0,PUT,2.0,,-86.04,BOUGHT CLOSING PUT,WFC251107P86
446,False,11/07/2025,QQQ,QQQ-2025-9,LONG PUT,925.0,11/07/2025,610.0,PUT,1.0,0.67,-925.67,BOUGHT CLOSING PUT,QQQ251107P610
447,False,11/07/2025,IVV,IVV-2025-2,LONG CALL,5.0,11/07/2025,676.0,CALL,1.0,,-5.02,BOUGHT CLOSING CALL,IVV251107C676
435,True,11/10/2025,MU,MU-2025-27,PUT-START,98.0,11/14/2025,230.0,PUT,-1.0,0.67,97.33,SOLD OPENING PUT,MU251114P230
436,False,11/10/2025,MU,MU-2025-26,LONG PUT,42.0,11/14/2025,220.0,PUT,1.0,,-42.02,BOUGHT CLOSING PUT,MU251114P220
437,False,11/10/2025,WFC,WFC-2025-4,LONG PUT,384.0,03/20/2026,82.5,PUT,3.0,2.01,-1154.01,BOUGHT OPENING PUT,WFC260320P82.5
431,True,11/11/2025,GLD,GLD-2025-1,PUT-START,397.0,11/17/2025,379.0,PUT,-1.0,0.67,396.33,SOLD OPENING PUT,GLD251117P379
432,True,11/11/2025,MU,MU-2025-28,CALL-START,1460.0,12/05/2025,250.0,CALL,-1.0,0.67,1459.33,SOLD OPENING CALL,MU251205C250
433,True,11/11/2025,GLD,GLD-2025-2,PUT-START,310.0,11/14/2025,379.0,PUT,-1.0,0.67,309.33,SOLD OPENING PUT,GLD251114P379
434,False,11/11/2025,MU,MU-2025-22,LONG CALL,1710.0000000000002,11/14/2025,230.0,CALL,1.0,0.67,-1710.67,BOUGHT CLOSING CALL,MU251114C230
430,False,11/12/2025,LNC,LNC-2025-2,LONG PUT,4.0,11/21/2025,35.0,PUT,1.0,,-4.02,BOUGHT CLOSING PUT,LNC251121P35
429,False,11/13/2025,,,,38500.0,,,,15.0,,-5775.0,BOUGHT,GLD
417,True,11/14/2025,QQQ,QQQ-2025-12,PUT-START,1272.0,11/19/2025,615.0,PUT,-1.0,0.67,1271.33,SOLD OPENING PUT,QQQ251119P615
418,True,11/14/2025,GLD,GLD-2025-3,PUT-START,586.0,11/19/2025,377.0,PUT,-1.0,0.67,585.33,SOLD OPENING PUT,GLD251119P377
419,True,11/14/2025,WFC,WFC-2025-5,PUT-START,254.99999999999997,11/21/2025,86.0,PUT,-2.0,1.34,508.66,SOLD OPENING PUT,WFC251121P86
